#OTU ID,AB2a143A,AB2a143B,AB2a200A,AB2a200B,AB2a237A,AB2a237B,AB2a247A,AB2a247B,AB2a267A,AB2a267B,AB2a900A,AB2a900B,AB2b143A,AB2b143B,AB2b200A,AB2b200B,AB2b237A,AB2b237B,AB2b247A,AB2b247B,AB2b267A,AB2b267B,AB2b900A,AB2b900B,taxonomy
denovo148237,252,54,1,139,80,0,0,0,0,0,0,0,74,50,3638,86,60,1,0,0,3,0,3,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Bdellovibrionales;  __Bdellovibrionaceae;  __OM27_clade;  __uncultured_bacterium
denovo130796,196,1,0,5,115,0,18,0,6,0,0,2,145,2,1095,3,45,0,10,2,1,0,0,0,Bacteria;  __Actinobacteria;  __Acidimicrobiia;  __Acidimicrobiales;  __Acidimicrobiaceae;  __uncultured;  __uncultured_bacterium
denovo365818,5,0,0,0,2,0,3,2,0,1,419,1132,0,0,6,11,0,0,3,1,0,1,542,750,Bacteria;  __Candidate_division_OP3;  __uncultured_bacterium
denovo24828,36,750,0,1084,26,24,1,1,0,1,0,0,16,599,63,1803,21,60,1,4,0,1,0,0,Bacteria;  __Gemmatimonadetes;  __BD2-11_terrestrial_group;  __uncultured_Gemmatimonadetes_bacterium
denovo161858,222,138,0,271,273,36,94,1,4,5,0,0,40,78,1312,537,178,72,40,24,0,0,2,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Rhodospirillales;  __Rhodospirillaceae;  __uncultured;  __uncultured_bacterium
denovo207375,21,352,0,402,168,46,1,2,2,10,0,0,1,292,276,555,14,103,3,28,0,0,3,0,Bacteria;  __Bacteroidetes;  __Cytophagia;  __Cytophagales;  __Flammeovirgaceae;  __Marinoscillum;  __uncultured_marine_bacterium
denovo65047,0,1,0,0,5,1,9,17,5,15,191,1577,0,0,1,0,2,6,0,12,1,9,120,860,Bacteria;  __Candidate_division_OP3;  __uncultured_bacterium
denovo471551,1,0,0,0,8,0,62,0,126,0,1208,0,1,0,8,0,3,0,11,0,1,0,1154,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __SAR324_clade(Marine_group_B);  __uncultured_bacterium
denovo226503,1053,204,0,26,762,9,333,12,46,14,30,24,150,153,882,89,319,15,172,14,2,3,11,13,Bacteria;  __Planctomycetes;  __vadinHA49;  __uncultured_bacterium
denovo12553,37,638,0,660,25,19,8,2,0,4,0,0,31,428,572,989,19,46,3,5,0,0,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo395020,113,741,0,653,63,24,12,0,0,9,1,0,19,529,295,1545,23,54,7,11,0,0,0,2,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Oceanospirillales;  __Oceanospirillaceae;  __Neptunomonas;  __uncultured_organism
denovo270652,253,18,0,10,1242,6,416,0,16,7,0,0,56,14,844,59,724,23,254,4,0,0,0,0,Bacteria;  __Chloroflexi;  __S085;  __uncultured_bacterium
denovo8899,252,142,0,65,96,38,2,0,0,5,5,18,73,86,82,165,23,42,2,5,0,0,4,1,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Alteromonadales;  __Alteromonadaceae;  __OM60(NOR5)_clade;  __uncultured_gamma_proteobacterium
denovo174810,37,656,0,179,38,47,3,2,1,14,0,0,13,520,41,540,24,77,7,50,0,1,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo14483,3,0,0,0,31,0,227,0,401,0,1278,9,0,0,2,0,31,0,122,0,42,1,648,8,Bacteria;  __Bacteroidetes;  __BD2-2;  __uncultured_Bacteroidetes_bacterium
denovo283801,64,3,0,0,827,0,477,0,62,1,0,3,28,0,316,0,304,2,444,0,5,0,1,1,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Sh765B-TzT-29;  __uncultured_bacterium
denovo181874,262,686,0,228,125,66,55,1,0,38,0,0,76,359,343,510,38,108,31,50,0,1,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __E01-9C-26_marine_group;  __uncultured_marine_microorganism
denovo223694,290,44,0,1,103,5,3,1,2,0,2,2,21,24,143,0,25,2,18,0,0,0,1,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Alteromonadales;  __Pseudoalteromonadaceae;  __uncultured;  __uncultured_bacterium
denovo63203,70,38,0,12,269,34,7,0,0,1,0,0,60,39,253,25,106,73,4,0,0,0,2,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Desulfuromonadales;  __GR-WP33-58;  __uncultured_delta_proteobacterium
denovo289262,34,196,1,461,157,34,29,1,0,8,0,0,13,127,495,851,70,132,29,35,0,0,0,0,Bacteria;  __Actinobacteria;  __Acidimicrobiia;  __Acidimicrobiales;  __Sva0996_marine_group;  __uncultured_actinobacterium
denovo185374,471,113,0,35,171,2,9,2,9,0,14,0,54,73,437,45,47,5,0,2,1,0,15,3,Bacteria;  __Bacteroidetes;  __Flavobacteria;  __Flavobacteriales;  __Flavobacteriaceae;  __uncultured;  __uncultured_Bacteroidetes_bacterium
denovo384014,0,0,0,0,4,0,12,7,9,2,289,337,0,1,1,0,1,0,12,0,0,9,227,351,Bacteria;  __Spirochaetes;  __Spirochaetales;  __Spirochaetaceae;  __Spirochaeta;  __uncultured_Spirochaeta_sp.
denovo223357,0,0,0,0,0,3,3,11,2,2,45,750,0,0,0,0,7,1,0,2,2,40,44,488,Bacteria;  __Spirochaetes;  __Spirochaetales;  __Spirochaetaceae;  __Spirochaeta;  __uncultured_organism
denovo33532,4,29,0,808,134,13,33,0,8,0,0,0,2,30,539,1998,57,19,16,1,0,1,0,0,Bacteria;  __Nitrospirae;  __Nitrospira;  __Nitrospirales;  __Nitrospiraceae;  __Nitrospira;  __uncultured_bacterium
denovo297675,1215,199,0,154,35,4,0,0,0,0,0,0,235,199,1386,547,18,5,1,0,0,0,1,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __Cystobacterineae;  __uncultured;  __uncultured_bacterium
denovo250502,1062,15,0,0,85,0,36,0,1,0,1,0,249,41,761,1,51,0,15,1,0,1,2,0,Bacteria;  __Planctomycetes;  __Phycisphaerae;  __Phycisphaerales;  __Phycisphaeraceae;  __CL500-3;  __uncultured_bacterium
denovo462038,677,38,0,27,373,2,120,1,34,2,33,2,553,39,860,71,171,4,31,1,1,1,28,4,Bacteria;  __Bacteroidetes;  __Flavobacteria;  __Flavobacteriales;  __Flavobacteriaceae;  __Winogradskyella;  __uncultured_bacterium
denovo412679,39,387,0,663,75,61,13,0,1,20,0,0,12,260,168,890,48,223,21,70,0,1,0,0,Bacteria;  __Actinobacteria;  __Acidimicrobiia;  __Acidimicrobiales;  __uncultured;  __uncultured_bacterium
denovo239117,14,930,0,237,2,12,0,2,0,5,0,0,21,823,14,341,4,28,0,7,0,2,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_SAR406_cluster_bacterium
denovo73878,0,0,0,0,0,12,1,158,4,30,0,2,0,0,0,0,0,17,0,75,1,761,0,1,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo51746,4,0,0,0,18,0,35,0,185,0,1366,0,0,0,1,0,3,0,24,0,9,0,838,0,Bacteria;  __Planctomycetes;  __Phycisphaerae;  __Phycisphaerales;  __ODP1230B30.02_sediment_group;  __uncultured_bacterium
denovo371093,304,92,0,23,104,1,22,2,11,3,19,6,91,67,266,70,71,8,5,6,0,3,17,1,Bacteria;  __Bacteroidetes;  __Flavobacteria;  __Flavobacteriales;  __Flavobacteriaceae;  __NS2b_marine_group;  __uncultured_bacterium
denovo130442,708,15,0,23,100,0,4,0,0,0,7,0,201,20,1010,12,62,0,1,0,0,0,2,0,Bacteria;  __Planctomycetes;  __Pla3_lineage;  __uncultured_bacterium
denovo226730,0,0,0,0,0,0,15,0,63,0,1432,21,0,0,1,0,0,0,5,0,7,0,703,5,Bacteria;  __Deferribacteres;  __Deferribacterales;  __LCP-89;  __uncultured_bacterium
denovo431500,5,17,0,30,332,177,430,338,44,336,0,0,0,20,18,75,155,523,266,764,4,251,0,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Rhodospirillales;  __Rhodospirillaceae;  __uncultured;  __uncultured_alpha_proteobacterium
denovo453481,180,42,0,22,65,1,5,3,0,1,0,0,42,15,379,24,24,2,8,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Bdellovibrionales;  __Bdellovibrionaceae;  __OM27_clade;  __uncultured_marine_microorganism
denovo128831,111,177,0,202,644,39,42,1,1,14,0,0,10,131,349,401,302,67,83,7,0,0,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_marine_bacterium
denovo35729,129,414,0,126,122,75,13,3,1,33,0,2,239,177,985,285,18,127,27,34,0,0,0,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __SAR11_clade;  __uncultured_bacterium
denovo238058,0,1,0,11,4,153,5,341,1,397,0,1,0,3,0,1,2,226,1,917,3,632,0,1,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_SAR406_cluster_bacterium
denovo425931,0,0,0,0,1,3,1,1,0,0,145,1113,0,0,0,0,0,0,0,0,0,8,42,770,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo377742,27,98,0,116,135,101,38,10,2,35,0,0,79,42,753,375,22,313,47,111,0,3,0,1,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __SAR11_clade;  __Surface_1;  __uncultured_bacterium
denovo344763,132,206,1,182,142,122,45,17,2,72,0,0,72,95,477,331,61,205,51,125,1,2,0,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __SAR11_clade;  __uncultured_bacterium
denovo273203,30,12,0,7,20,0,0,0,0,0,2,5,9,6,60,6,1,0,1,0,0,0,1,0,Bacteria;  __Bacteroidetes;  __Flavobacteria;  __Flavobacteriales;  __NS9_marine_group;  __uncultured_bacterium
denovo322260,5,13,0,0,18,2,48,1,0,1,13,1,12,6,13,0,9,1,41,0,0,0,5,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Alteromonadales;  __Pseudoalteromonadaceae;  __Algicola;  __uncultured_Alteromonadales_bacterium
denovo319607,20,0,0,12,787,5,106,0,2,0,0,0,57,5,1177,0,333,5,47,3,0,0,3,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __Sorangiineae;  __uncultured;  __uncultured_soil_bacterium
denovo125781,648,6,0,4,56,0,1,0,0,0,0,0,145,0,1248,0,25,0,11,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Sh765B-TzT-29;  __uncultured_bacterium
denovo178820,1,0,0,2,348,2,634,1,99,1,0,0,7,0,67,0,125,0,358,1,5,2,0,0,Bacteria;  __Planctomycetes;  __OM190;  __uncultured_planctomycete
denovo304657,5,0,0,0,18,0,75,2,356,0,393,62,5,1,6,0,7,0,23,0,22,0,193,42,Bacteria;  __Fibrobacteres;  __Fibrobacteria;  __P.palm_C70;  __uncultured_bacterium
denovo279035,0,0,0,0,53,0,124,16,89,0,301,142,0,0,2,0,19,1,120,0,7,16,404,120,Bacteria;  __Lentisphaerae;  __Lentisphaeria;  __WCHB1-41;  __uncultured_Verrucomicrobia_bacterium
denovo234818,570,61,0,20,24,0,0,0,0,0,1,0,157,45,1136,0,15,0,1,0,1,0,3,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Bdellovibrionales;  __Bdellovibrionaceae;  __OM27_clade;  __uncultured_delta_proteobacterium
denovo126089,17,0,0,0,11,0,12,0,82,0,1272,1,4,0,6,0,2,0,13,0,4,0,756,1,Bacteria;  __Candidate_division_WS3;  __uncultured_bacterium
denovo232190,1,0,0,0,1,2,13,10,28,5,208,878,0,0,1,0,1,0,2,10,2,7,156,373,Bacteria;  __Candidate_division_OP3;  __uncultured_bacterium
denovo335754,87,307,0,255,101,9,9,0,0,0,0,0,13,167,519,568,60,29,0,3,0,0,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo254432,0,0,0,0,2,2,19,34,23,9,566,625,0,0,1,0,3,3,7,21,1,47,208,343,Bacteria;  __Deferribacteres;  __Deferribacterales;  __PAUC34f;  __uncultured_bacterium
denovo309101,24,561,0,291,39,68,1,0,0,14,0,0,40,278,100,634,13,123,3,39,0,0,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Oceanospirillales;  __SAR86_clade;  __uncultured_bacterium
denovo295605,0,0,0,34,14,157,25,199,0,185,0,0,0,0,1,4,9,471,5,812,6,581,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Oceanospirillales;  __SUP05_cluster;  __uncultured_gamma_proteobacterium
denovo289064,25,421,0,397,33,75,9,10,5,37,0,0,5,319,74,776,10,137,12,68,0,3,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo49690,0,0,0,0,6,0,144,0,353,0,24,0,0,0,2,0,6,0,65,0,17,0,12,0,No blast hit
denovo104770,569,20,0,5,571,0,50,0,5,1,0,0,152,41,578,3,261,1,23,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __0319-6G20;  __uncultured_bacterium
denovo289921,0,4,0,1,2,4,1,6,5,4,426,850,0,4,1,0,0,4,5,2,1,2,182,413,Bacteria;  __Candidate_division_OP3;  __uncultured_bacterium
denovo258235,0,0,0,0,29,0,17,1,8,2,310,80,0,0,10,0,3,0,13,0,1,0,529,43,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Alteromonadales;  __Psychromonadaceae;  __Psychromonas;  __Psychromonas_agarivorans
denovo71201,88,6,0,21,33,2,14,1,0,0,5,8,19,12,31,3,19,1,18,0,0,2,12,19,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Rhodobacterales;  __Rhodobacteraceae;  __uncultured;  __uncultured_marine_bacterium
denovo89059,776,242,0,138,71,1,17,1,1,0,0,0,128,221,542,244,55,8,8,3,0,0,0,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Rhodospirillales;  __Rhodospirillaceae;  __uncultured;  __uncultured_bacterium
denovo293597,1189,413,0,88,11,3,0,0,0,1,0,0,492,271,74,81,1,0,0,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Bdellovibrionales;  __Bacteriovoracaceae;  __uncultured;  __uncultured_delta_proteobacterium
denovo422076,354,268,0,124,219,19,22,0,0,0,0,0,39,141,564,241,146,32,30,1,1,0,0,0,No blast hit
denovo80297,76,190,0,302,707,29,5,2,0,1,0,0,15,132,722,814,212,104,16,4,0,0,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo346685,11,185,0,33,40,131,48,59,6,226,0,0,10,159,14,205,16,614,18,456,1,77,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Sh765B-TzT-29;  __uncultured_bacterium_AD264-E4
denovo391396,300,48,0,13,76,4,2,0,0,0,0,0,46,26,202,33,42,1,4,0,0,0,0,0,Bacteria;  __Verrucomicrobia;  __Arctic97B-4_marine_group;  __uncultured_bacterium
denovo177128,0,0,0,0,2,0,3,7,4,1,115,1243,0,0,4,0,1,1,0,0,2,10,241,802,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Desulfobacterales;  __Desulfobacteraceae;  __SEEP-SRB1;  __uncultured_bacterium
denovo474992,420,108,0,228,82,9,5,1,0,0,0,0,143,47,1046,530,42,15,12,0,0,0,0,0,Bacteria;  __Verrucomicrobia;  __Arctic97B-4_marine_group;  __uncultured_bacterium
denovo380237,135,466,0,390,247,93,21,1,2,8,0,0,21,360,141,685,146,178,9,17,0,0,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo137095,144,367,1,170,126,25,26,12,2,5,14,17,84,245,296,541,57,44,18,27,0,9,7,12,Bacteria;  __Bacteroidetes;  __Flavobacteria;  __Flavobacteriales;  __Flavobacteriaceae;  __uncultured;  __uncultured_bacterium
denovo392812,0,0,0,0,5,0,7,0,49,0,1166,0,0,0,0,0,4,0,0,0,5,0,455,0,Bacteria;  __Bacteroidetes;  __Sphingobacteriia;  __Sphingobacteriales;  __E6aC02;  __uncultured_bacterium
denovo364944,86,226,0,235,369,153,59,0,0,45,0,0,55,87,522,393,165,196,32,48,0,0,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __KI89A_clade;  __uncultured_bacterium
denovo164883,56,22,0,7,14,0,6,2,2,4,8,11,16,19,118,2,6,5,7,3,0,1,1,4,Bacteria;  __Actinobacteria;  __Acidimicrobiia;  __Acidimicrobiales;  __OCS155_marine_group;  __uncultured_marine_bacterium
denovo85851,1077,101,0,30,307,6,117,1,13,2,17,3,312,92,773,83,141,25,41,9,0,0,7,2,Bacteria;  __Bacteroidetes;  __Sphingobacteriia;  __Sphingobacteriales;  __Saprospiraceae;  __uncultured;  __uncultured_organism
denovo52647,47,432,0,334,58,56,9,0,1,10,0,0,18,296,68,718,24,132,14,55,0,0,0,1,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Rhodospirillales;  __Rhodospirillaceae;  __uncultured;  __uncultured_bacterium
denovo349027,30,53,0,191,775,139,337,25,119,73,0,0,16,24,427,336,307,208,149,74,12,6,1,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __KI89A_clade;  __uncultured_gamma_proteobacterium
denovo269387,0,0,0,0,0,0,2,0,3,0,800,126,0,0,1,0,0,0,1,0,1,0,644,380,Bacteria;  __Chloroflexi;  __FW22;  __uncultured_organism
denovo274730,81,232,0,401,81,35,33,0,0,0,0,0,36,166,734,807,35,41,20,0,0,0,3,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Rickettsiales;  __S25-593;  __uncultured_bacterium
denovo129077,10,10,0,9,210,20,1542,1,2,288,0,0,1,3,7,10,116,56,1038,448,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Bdellovibrionales;  __Bacteriovoracaceae;  __uncultured;  __uncultured_delta_proteobacterium
denovo280136,0,0,0,0,3,104,6,419,1,415,0,0,0,0,0,0,1,184,0,933,0,639,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_marine_bacterium
denovo127288,9,3,0,0,0,0,4,2,12,0,733,401,4,0,8,0,2,0,4,0,1,3,611,282,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Desulfarculales;  __Desulfarculaceae;  __uncultured;  __uncultured_delta_proteobacterium
denovo408135,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Alteromonadales;  __Alteromonadaceae;  __Glaciecola;  __Glaciecola_sp._G20
denovo235059,0,0,0,2,8,50,19,236,4,68,0,0,0,1,0,4,8,85,6,325,5,343,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Oceanospirillales;  __SUP05_cluster;  __uncultured_gamma_proteobacterium
denovo64201,0,0,0,0,0,0,0,1,0,0,52,959,0,0,0,0,0,1,0,0,0,5,22,762,Bacteria;  __Deferribacteres;  __Deferribacterales;  __Family_Incertae_Sedis;  __Caldithrix;  __uncultured_bacterium
denovo329434,109,425,0,290,65,13,16,0,0,1,0,0,30,335,548,514,42,36,10,0,2,0,0,1,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Rhodospirillales;  __Rhodospirillaceae;  __uncultured;  __uncultured_bacterium
denovo15912,205,442,0,192,270,26,16,0,0,0,0,0,22,328,141,584,81,62,11,1,0,0,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo53206,25,633,0,230,8,11,7,0,0,0,0,0,13,484,29,307,14,15,3,5,0,0,1,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo79096,313,466,0,186,271,36,10,0,0,0,0,0,30,266,236,397,126,63,16,0,0,0,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo172501,192,14,0,183,5,4,0,1,0,0,0,0,31,17,90,232,5,8,0,0,0,0,0,0,Bacteria;  __Verrucomicrobia;  __Arctic97B-4_marine_group;  __uncultured_bacterium
denovo484,67,141,0,253,657,72,38,0,7,14,0,0,5,116,312,540,284,152,58,10,1,0,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo325961,15,0,0,13,520,1,277,0,78,0,0,0,18,0,2098,0,229,4,116,0,3,0,0,0,Bacteria;  __Planctomycetes;  __OM190;  __uncultured_bacterium
denovo233607,17,710,0,553,7,12,1,0,0,0,0,0,0,568,14,898,7,26,1,2,0,0,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo337944,0,0,0,0,30,0,257,0,879,0,376,0,0,0,0,0,12,0,38,0,46,0,141,0,Bacteria;  __Bacteroidetes;  __Sphingobacteriia;  __Sphingobacteriales;  __WCHB1-69;  __uncultured_bacterium
denovo306014,16,141,0,330,30,58,1,0,0,14,0,0,32,101,270,1500,5,117,11,25,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __SAR324_clade(Marine_group_B);  __uncultured_marine_bacterium
denovo430831,26,0,0,0,5,0,6,2,11,0,5,1,6,1,21,0,2,0,0,0,0,0,1,0,Bacteria;  __Planctomycetes;  __OM190;  __uncultured_planctomycete
denovo461632,3,0,0,20,461,78,460,136,33,187,0,0,0,0,2,3,221,254,312,403,0,341,0,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __MNG3;  __uncultured_alpha_proteobacterium
denovo42486,5,0,0,0,0,1,0,3,2,0,259,70,0,0,0,0,2,0,0,2,0,1,158,154,Bacteria;  __Spirochaetes;  __Spirochaetales;  __Spirochaetaceae;  __Spirochaeta;  __uncultured_Spirochaeta_sp.
denovo17051,13,152,0,194,35,98,9,9,0,66,0,0,11,183,48,580,16,204,4,102,0,1,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo350802,0,0,1,0,1,0,2,3,6,0,525,517,0,0,0,0,0,0,0,0,0,1,541,482,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Syntrophobacterales;  __Syntrophaceae;  __uncultured;  __uncultured_bacterium
denovo95305,380,472,0,30,269,10,10,3,1,2,2,1,59,215,276,123,82,23,36,2,1,0,6,3,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Vibrionales;  __Vibrionaceae;  __Grimontia;  __uncultured_Vibrionales_bacterium_HF0010_22E23
denovo13010,0,4,0,6,123,3,1827,37,13,411,20,4,59,5,298,16,92,5,0,0,1,0,2,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Pseudomonadales;  __Pseudomonadaceae;  __Pseudomonas;  __Pseudomonas_xinjiangensis
denovo262578,240,3,0,8,419,2,0,0,5,0,0,0,67,2,267,2,298,7,0,0,0,0,157,38,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Rhodobacterales;  __Rhodobacteraceae;  __Loktanella;  __uncultured_bacterium
denovo358128,17,16,0,12,12,1,11,2,2,4,5,8,8,14,25,22,8,4,4,5,0,0,7,3,Bacteria;  __Bacteroidetes;  __Flavobacteria;  __Flavobacteriales;  __Cryomorphaceae;  __Owenweeksia;  __uncultured_Flavobacterium_sp.
denovo276251,0,0,0,0,3,0,5,0,5,0,842,261,1,0,1,0,0,0,3,0,0,1,746,307,Bacteria;  __Actinobacteria;  __OPB41;  __uncultured_bacterium
denovo348251,88,142,1,254,128,60,17,1,0,9,0,0,25,133,164,618,62,169,35,12,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __0319-6G20;  __uncultured_bacterium
denovo438678,178,183,0,124,123,13,16,2,0,1,0,0,67,142,569,282,49,27,15,2,0,0,2,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Rickettsiales;  __SAR116_clade;  __marine_metagenome
denovo196248,0,0,0,7,97,124,255,151,6,267,0,0,0,3,1,1,51,262,21,732,3,445,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Chromatiales;  __Ectothiorhodospiraceae;  __Thiorhodospira;  __uncultured_bacterium
denovo151228,472,202,0,103,93,16,8,0,0,1,0,0,79,129,291,447,42,45,4,5,0,0,0,0,Bacteria;  __Proteobacteria;  __AEGEAN-245;  __uncultured_bacterium
denovo253174,10,13,0,12,20,3,3,0,1,2,2,0,4,6,24,16,0,1,0,0,0,1,0,0,Bacteria;  __Bacteroidetes;  __Flavobacteria;  __Flavobacteriales;  __Cryomorphaceae;  __NS10_marine_group;  __uncultured_bacterium
denovo306815,136,162,0,393,216,30,16,1,0,7,0,0,13,114,531,540,50,61,4,7,0,3,0,1,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Alteromonadales;  __Alteromonadaceae;  __uncultured;  __uncultured_bacterium
denovo29463,119,296,0,108,84,24,27,0,0,4,0,0,136,156,286,166,15,41,20,4,1,0,0,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __SAR11_clade;  __Deep_1;  __uncultured_bacterium
denovo250000,1,0,0,0,0,0,23,0,36,0,922,0,2,0,1,0,0,0,18,0,2,0,1088,3,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Desulfobacterales;  __Desulfobacteraceae;  __SEEP-SRB1;  __uncultured_bacterium
denovo411294,356,241,0,48,30,4,1,0,0,0,1,2,57,144,81,63,2,1,2,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Oceanospirillales;  __SAR86_clade;  __uncultured_gamma_proteobacterium
denovo471413,0,0,0,2,1,1,3,33,4,4,78,1398,0,0,0,0,0,2,0,8,0,58,21,696,Bacteria;  __TA06;  __uncultured_bacterium
denovo30859,0,0,0,0,3,3,2,16,2,7,100,1089,0,0,1,0,2,10,0,10,0,12,126,371,Bacteria;  __Candidate_division_OP3;  __uncultured_bacterium
denovo54276,88,50,0,19,45,0,4,0,0,0,0,0,31,26,296,3,49,1,3,0,1,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Desulfuromonadales;  __GR-WP33-58;  __uncultured_delta_proteobacterium
denovo193708,239,11,0,7,155,0,0,0,0,0,0,0,119,4,727,0,82,0,1,0,0,0,1,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Rhodospirillales;  __Rhodospirillaceae;  __Defluviicoccus;  __uncultured_alpha_proteobacterium
denovo449370,0,0,0,0,22,0,53,7,27,3,344,359,0,0,6,0,6,0,42,2,3,20,332,215,Bacteria;  __Chloroflexi;  __Anaerolineae;  __Anaerolineales;  __Anaerolineaceae;  __uncultured;  __uncultured_bacterium
denovo220601,94,248,0,144,35,10,0,0,3,0,1,0,44,198,180,248,10,11,2,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __Cystobacterineae;  __uncultured;  __uncultured_bacterium
